label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_nm,refined_diam_px,refined_diam_nm,mean_intensity,max_intensity
161,801.8640920906053,966.8314147790568,2693.0,0.8045150025139344,58.55624726681,157.98007062607203,58.55624726681,157.98007062607203,35990.97474935016,53970.0
162,157.3412017167382,470.7496423462089,2796.0,0.7801036731583291,59.66554924811734,160.97287862748075,55.99382314054088,151.06685532732808,36587.0200286123,54227.0
163,1219.9996810207338,20.431259968102072,3135.0,0.7004631553396117,63.1791577400707,170.45231325009155,64.47514046294394,173.94877095778574,39518.97607655502,58596.0
164,847.9182250396196,411.02408874801904,3155.0,0.6981192060317069,63.38036575817024,170.99515638628267,72.48113622601007,195.54830704687708,34321.189223454836,53456.0
165,1363.2891272549975,603.5207215992199,2051.0,0.8341189289891894,51.101999043597296,137.86910525970202,50.05375290936966,135.0410210492466,38182.35592393954,57568.0
166,557.1039441248973,479.55135579293346,2434.0,0.7509093338811879,55.66924691322298,150.19117463212254,47.67571402311916,128.62526237725368,37726.417419884965,56797.0
167,795.578805809575,210.01075847229694,1859.0,0.8698120355880501,48.651334140624215,131.2574074046729,58.631094989983026,158.18200379537504,34548.04410973642,52685.0
168,999.5646879756468,324.69893455098935,3285.0,0.6998315942826848,64.67296115421814,174.48247535718824,58.03983693327269,156.58683685901508,40252.38051750381,60395.0
169,763.7902283590016,126.15400955921402,1883.0,0.8309229186137047,48.9643754451776,132.10196780105358,42.93799077500189,115.84326407169313,36117.71269251195,54484.0
170,1309.177455862381,470.6776822091444,2209.0,0.8464288954740715,53.03382085348909,143.0810059570453,54.12169410176578,146.01600095103595,36098.552738795835,52685.0
171,859.7761743067346,709.5444255800792,3534.0,0.6739798129512273,67.07927065117856,180.9745058752277,60.19934545618589,162.41301809315306,36788.015563101304,58339.0
172,785.9173967459324,694.4434710054235,2397.0,0.7700261701679086,55.244503697021166,149.04525141426737,50.711621342393784,136.81589745207106,36667.906549853986,54484.0
173,907.5438079191239,1000.9060657118787,2374.0,0.8053290082895926,54.97882027836971,148.32845880541922,57.234361623123334,154.41372891025694,36065.63058129739,52942.0
174,17.817937907244154,235.64699118436184,2609.0,0.722961412077082,57.63576990215399,155.4966963344193,54.08895329279066,145.9276688676858,44271.96857033346,59881.0
175,30.858823529411765,748.4318339100346,4335.0,0.3368405583201637,74.29329328026138,200.43736180668282,83.43708322244738,225.10657556750527,36164.19815455594,58082.0
176,1511.8464307138572,68.39112177564488,1667.0,0.811065627516247,46.07049295453128,124.29450435188905,50.79567171909859,137.04265864439049,32758.789442111578,48316.0
177,625.8362573099415,837.7602339181286,1881.0,0.82708217722371,48.938365150941046,132.03179410802687,49.94222905147317,134.7401386025505,35418.99946836789,52428.0
