label,x_px,y_px,area_px,circularity,eq_diam_px,eq_diam_nm,mean_intensity,max_intensity
374,1364.8408759124088,651.0255474452555,1370.0,0.9087481975640483,41.76527476609214,32.1940520437711,150.01315914343442,211.75644156766137
375,675.018691588785,643.1993769470405,321.0,0.9761250241176602,20.216574731145414,15.583602949733013,112.20552020003471,137.510203506167
376,1113.079365079365,641.0238095238095,252.0,0.9137375699543797,17.91246396432554,13.807518335012949,105.004416368673,122.74779672241527
377,1271.4772507260407,655.432720232333,1033.0,0.7179133887551977,36.266464532835606,27.955387655239267,128.0024495838667,186.45364032736578
380,506.72727272727275,646.9848484848485,132.0,0.8328758957987555,12.964089628857149,9.993148100880843,102.57098743870262,106.90279228481035
382,764.0523097826087,661.4755434782609,1472.0,0.7896403006918119,43.292131038448076,33.37100324476005,142.9316753072735,189.48663716683373
383,440.1603053435114,654.4465648854962,524.0,0.9367682959260976,25.829779740470595,19.910446606686172,123.00588565914542,173.20777319379027
384,1308.3598014888337,654.620347394541,403.0,0.8861240641879014,22.65205369339104,17.460950504637694,115.92373467345598,150.7769381375889
385,1513.131067961165,656.6504854368932,206.0,0.8072788602976088,16.195287778099022,12.483862263855404,86.58580973067065,92.750335489264
387,843.168918918919,657.8209459459459,296.0,0.969490125993328,19.413369239820483,14.964465651238543,123.63409233007496,158.60968498699603
388,812.2616279069767,656.0639534883721,172.0,1.0045865928514839,14.798554040663838,11.407213806827029,107.82205445442725,116.16381504414787
389,1091.7710526315789,660.1894736842105,380.0,0.92265428865306,21.996159369293583,16.95536551511068,109.38097957749457,138.80554331304705
391,472.97719087635056,669.1812725090036,833.0,0.7626726701325043,32.56698544176895,25.103707089035083,130.93680524822062,192.19172906763157
392,642.37284144427,672.5172684458398,1274.0,0.7952856605575754,40.27539174226115,31.045601042862387,134.6776185277509,179.58186863790135
394,694.6517857142857,668.6011904761905,336.0,0.7973513457045127,20.683531783305643,15.943548855120838,97.18863318883871,103.82240593383743
395,725.2916666666666,659.5833333333334,24.0,1.0349032021455313,5.527906391541368,4.261092667511007,104.76107965190846,106.01630807728725
396,983.3226238286479,672.5368139223561,747.0,0.6395177353744428,30.8400703617415,23.772543957152283,119.98133114891769,163.06407845042463
398,1530.8028169014085,671.5140845070423,142.0,0.8676771007781411,13.446189622059965,10.36476668494135,94.42097147982808,112.00978979229433
402,1244.076388888889,685.4189814814815,432.0,0.930422037948865,23.452920571340155,18.078285122767845,103.40243115513923,136.76706819524568
403,846.3297872340426,679.2021276595744,94.0,1.0133427187701074,10.940041919714261,8.432945333099102,105.45707286487064,111.10329304382317
404,543.2777777777778,679.3055555555555,36.0,1.1424264698774336,6.770275002573076,5.218751391058412,92.99398497335464,94.60823733307413
405,1116.2681818181818,690.6742424242424,660.0,0.9536984853626943,28.988585676524604,22.34535846279249,133.5906341153804,181.41547744537223
406,1329.9212598425197,683.8503937007874,127.0,0.9785391854519273,12.716187407449045,9.80205688784617,100.19747458494727,110.8686002873252
407,813.9428918590522,693.1227217496962,823.0,0.8625841877758379,32.37091511398834,24.952569610060973,142.32740514616182,202.3535011890895
408,333.19354838709677,688.5448028673835,279.0,0.9138099498383054,18.847647942942654,14.528389006802314,113.33371771033491,142.01273437015786
