label,x_px,y_px,x_init_px,y_init_px,center_offset_px,area_px,circularity,eq_diam_px,eq_diam_nm,refined_diam_px,refined_diam_nm,radius_change_factor,quality_score,gradient_sharpness,profile_symmetry,edge_contrast,center_quality,angular_variance,angular_cv,mean_intensity,max_intensity
13,1500.0693835816535,489.5571136430032,1500.0693835816535,489.5571136430032,0.0,6846.0,0.5336936668970984,93.36272234279014,503.76937809889733,110.5989172368437,596.7729555940783,0.18461538461142987,0.592085851391363,1744.2259148749695,0.9865153162549748,0.07362794908611205,0.23612320893549704,185886033.579908,0.3235077121424243,49512.64519427403,64361.0
14,498.47798745795006,87.91979594728639,496.0069434603939,87.91979594728639,2.471043997556137,7057.0,0.8133917405480561,94.79056634072846,511.47378157829286,94.79056634072845,511.4737815782928,1.4991844930877073e-16,0.8491346998621554,9008.368734774373,0.8990854592126312,0.3683975181973696,0.5559546072745327,16644790.026314016,0.07987080004648577,50151.61173303103,63989.0
15,377.8106071583828,737.5420953485002,377.8106071583828,737.5420953485002,0.0,6901.0,0.9055333836216631,93.73700495651308,505.788943454502,95.65981531459539,516.1641012689532,0.020512820512382807,0.7792070754952085,7878.560356167586,0.8606239085592863,0.34492983698336027,0.565952955433999,13782230.61748072,0.07669313154008597,49612.81901173743,61700.0
16,136.14323717240325,970.6338199820353,134.90771517362518,971.8693419808134,1.7472919672822391,7401.0,0.6798062369380011,97.07340454823319,523.7915884634931,95.08215522416685,513.0471456232162,0.020512820512397983,0.7948050975624512,4566.389849367122,0.9253921755203723,0.2035748791304051,0.4395834936121548,39041069.74970597,0.1274880687131309,49029.30698554249,62826.0
17,908.6764705882352,102.68894830659536,908.6764705882352,102.68894830659536,0.0,6732.0,0.9011547120541025,92.58211822569797,499.5573709857679,94.48123859955845,509.8047016726555,0.020512820512377523,0.7365359062102792,5309.978104473612,0.8181297440113545,0.2677134215881792,0.6044362739197366,10877526.440783685,0.06544341283739538,50631.04114676174,62827.0
18,40.84135276326643,971.1333516634589,40.84135276326643,971.1333516634589,0.0,7274.0,0.5869389487752177,96.23691832349773,519.2780509974788,100.18509958805149,540.5817659101958,0.04102564102478843,0.6780504472374952,3034.1744252192557,0.9571743601446495,0.12567888229494814,0.2965709774185089,101384124.32392246,0.2371874108196503,48644.4726422876,62618.0
19,1499.1683233929755,227.5861497680583,1499.1683233929755,227.5861497680583,0.0,6036.0,0.8906743365849833,87.6656939288194,473.0291812719416,89.46396457351312,482.73234396469934,0.020512820512352523,0.7292006908838771,4117.266445975652,0.9182523507819483,0.17448533486427248,0.6342945693815578,8390383.004245417,0.05765545667133929,50180.238237243204,62064.0
20,279.96647624774505,177.74082982561634,279.96647624774505,177.74082982561634,0.0,6652.0,0.8657282253558767,92.03037244072362,496.58024452682974,93.91817495232821,506.7665059530212,0.020512820512374765,0.8245205453888669,7290.085502546974,0.9017325424216556,0.3043773251688542,0.42381079455088383,39652286.18264959,0.1359543486993315,48311.12778111846,61669.0
21,1369.5291459557163,877.5414022367996,1369.5291459557163,878.7769242355777,1.2355219987780401,6639.0,0.9132307703607645,91.94040100791787,496.0947739705535,93.82635795167005,506.2710770263598,0.020512820512374463,0.8111691583296556,8364.79267245841,0.869808022434863,0.38637847034450556,0.4275609760684125,37801408.67461137,0.1338847687165897,47106.04820003013,61559.0
22,1163.1594263314507,353.9690364855758,1160.6883823338947,351.4979924880197,3.4945839345644782,7721.0,0.6712432954816049,99.14979841078949,534.9954567588902,95.08211437342375,513.0469251995511,0.041025641024813625,0.7749664479003262,5146.986719214699,0.9008532563777526,0.23998317890322732,0.4466660398160084,36599720.98344998,0.12388091120872367,50747.34153607046,64928.0
23,39.15022712524335,496.25421804023364,39.15022712524335,496.25421804023364,0.0,6164.0,0.9144865821780913,88.59034119895658,478.0184207515659,90.4075789671403,487.8239268182646,0.020512820512357324,0.7366520389126165,4075.369625511201,0.9339189927877536,0.16908416983573613,0.5631960753166195,12716214.065038271,0.07755805550275124,47939.80872809864,60844.0
24,721.4888922702373,648.4222458916616,721.4888922702373,648.4222458916616,0.0,6572.0,0.9175806138080354,91.47529878606295,493.58516144880207,93.35171517141808,503.7099852733928,0.020512820512371924,0.8182668270064837,8238.689694688672,0.8954324745387191,0.3433100373097365,0.4614491162573283,33804981.92192599,0.11670861743342195,50050.17650639075,63716.0
25,1019.2891016871865,750.3640370877033,1019.2891016871865,750.3640370877033,0.0,6579.0,0.9070357979351377,91.52400212410204,493.8479563812935,93.40141755228875,503.9781708711662,0.020512820512372264,0.8371972815635607,9307.209694033498,0.8994880769933471,0.386528521758972,0.443524659605082,37676818.93581554,0.12546660672495827,49373.650250798,61898.0
